Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income
E14 9HE,Yes,51.498107,-0.01446,537922,179554,TQ379795,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",1998-12-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028A","Urban major conurbation",London,6,2,E01004215,,E02000891,"Tower Hamlets 028",E43000220,E00167153,E14000882,16624,1,0,2020-02-19,"Crossharbour and London Arena",0.254026,E,E14,"Metropolitan Police","Thames Water",9C3XFXXP+66,68500
E14 9HF,Yes,51.498186,-0.015407,537856,179561,TQ378795,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",1999-12-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 028A","Urban major conurbation",London,6,2,E01004215,,E02000891,"Tower Hamlets 028",E43000220,E00167153,E14000882,16624,1,0,2020-02-19,"Crossharbour and London Arena",0.262746,E,E14,"Metropolitan Police","Thames Water",9C3XFXXM+7R,68500
E14 9HG,Yes,51.500066,-0.018077,537665,179765,TQ376797,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2009-07-01,,"Tower Hamlets, unparished area","",90,65,"Greater London","Tower Hamlets","Tower Hamlets 032C","Urban major conurbation",London,7,2,E01032772,,E02006853,"Tower Hamlets 032",E43000220,E00167132,E14000882,11466,1,0,2020-02-19,"South Quay",0.0925188,E,E14,"Metropolitan Police","Thames Water",9C3XGX2J+2Q,64700
E14 9HJ,Yes,51.500066,-0.018077,537665,179765,TQ376797,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2009-07-01,,"Tower Hamlets, unparished area","",92,69,"Greater London","Tower Hamlets","Tower Hamlets 032C","Urban major conurbation",London,7,2,E01032772,,E02006853,"Tower Hamlets 032",E43000220,E00167132,E14000882,11466,1,0,2020-02-19,"South Quay",0.0925188,E,E14,"Metropolitan Police","Thames Water",9C3XGX2J+2Q,64700
E14 9HL,Yes,51.500066,-0.018077,537665,179765,TQ376797,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2009-07-01,,"Tower Hamlets, unparished area","",68,50,"Greater London","Tower Hamlets","Tower Hamlets 032C","Urban major conurbation",London,7,2,E01032772,,E02006853,"Tower Hamlets 032",E43000220,E00167132,E14000882,11466,1,0,2020-02-19,"South Quay",0.0925188,E,E14,"Metropolitan Police","Thames Water",9C3XGX2J+2Q,64700
E14 9HN,Yes,51.499802,-0.017368,537715,179737,TQ377797,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2009-02-01,,"Tower Hamlets, unparished area","",27,17,"Greater London","Tower Hamlets","Tower Hamlets 033B","Urban major conurbation",London,6,2,E01032771,,E02006854,"Tower Hamlets 033",E43000220,E00167152,E14000882,20860,1,0,2020-02-19,"South Quay",0.140104,E,E14,"Metropolitan Police","Thames Water",9C3XFXXM+W3,85200
E14 9HP,Yes,51.499802,-0.017368,537715,179737,TQ377797,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2009-05-01,,"Tower Hamlets, unparished area","",21,16,"Greater London","Tower Hamlets","Tower Hamlets 033B","Urban major conurbation",London,6,2,E01032771,,E02006854,"Tower Hamlets 033",E43000220,E00167152,E14000882,20860,1,0,2020-02-19,"South Quay",0.140104,E,E14,"Metropolitan Police","Thames Water",9C3XFXXM+W3,85200
E14 9HQ,Yes,51.499802,-0.017368,537715,179737,TQ377797,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2009-06-01,,"Tower Hamlets, unparished area","",33,26,"Greater London","Tower Hamlets","Tower Hamlets 033B","Urban major conurbation",London,6,2,E01032771,,E02006854,"Tower Hamlets 033",E43000220,E00167152,E14000882,20860,1,0,2020-02-19,"South Quay",0.140104,E,E14,"Metropolitan Police","Thames Water",9C3XFXXM+W3,85200
E14 9HR,Yes,51.499802,-0.017368,537715,179737,TQ377797,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2009-09-01,,"Tower Hamlets, unparished area","",42,30,"Greater London","Tower Hamlets","Tower Hamlets 033B","Urban major conurbation",London,6,2,E01032771,,E02006854,"Tower Hamlets 033",E43000220,E00167152,E14000882,20860,1,0,2020-02-19,"South Quay",0.140104,E,E14,"Metropolitan Police","Thames Water",9C3XFXXM+W3,85200
E14 9HS,Yes,51.511024,-0.038054,536246,180946,TQ362809,"Greater London","Tower Hamlets","Limehouse",E09000030,E05009326,England,E11000009,"Poplar and Limehouse",2003-01-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 025E","Urban major conurbation",London,8,2,E01032768,,E02000888,"Tower Hamlets 025",E43000220,E00167106,E14000882,21107,1,1,2020-02-19,"Limehouse",0.169998,E,E14,"Metropolitan Police","Thames Water",9C3XGX66+CQ,62600
E14 9HT,Yes,51.497491,-0.021128,537461,179473,TQ374794,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2013-08-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 032D","Urban major conurbation",London,5,2,E01032773,,E02006853,"Tower Hamlets 032",E43000220,E00167115,E14000882,19572,1,0,2020-02-19,"South Quay",0.417723,E,E14,"Metropolitan Police","Thames Water",9C3XFXWH+XG,64700
E14 9HU,Yes,51.497612,-0.019684,537561,179489,TQ375794,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2011-07-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 032D","Urban major conurbation",London,7,2,E01032773,,E02006853,"Tower Hamlets 032",E43000220,E00167115,E14000882,19572,1,0,2020-02-19,"South Quay",0.371096,E,E14,"Metropolitan Police","Thames Water",9C3XFXXJ+24,64700
E14 9HW,Yes,51.498331,-0.018153,537665,179572,TQ376795,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2009-06-01,,"Tower Hamlets, unparished area","",135,82,"Greater London","Tower Hamlets","Tower Hamlets 032D","Urban major conurbation",London,5,2,E01032773,,E02006853,"Tower Hamlets 032",E43000220,E00167130,E14000882,19572,1,0,2020-02-19,"South Quay",0.282227,E,E14,"Metropolitan Police","Thames Water",9C3XFXXJ+8P,64700
E14 9HY,Yes,51.497604,-0.019265,537590,179489,TQ375794,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2013-08-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 032D","Urban major conurbation",London,7,2,E01032773,,E02006853,"Tower Hamlets 032",E43000220,E00167115,E14000882,19572,1,0,2020-02-19,"Crossharbour and London Arena",0.358107,E,E14,"Metropolitan Police","Thames Water",9C3XFXXJ+27,64700
E14 9HZ,Yes,51.497371,-0.02037,537514,179461,TQ375794,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2011-05-01,,"Tower Hamlets, unparished area","",10,3,"Greater London","Tower Hamlets","Tower Hamlets 032D","Urban major conurbation",London,6,2,E01032773,,E02006853,"Tower Hamlets 032",E43000220,E00167115,E14000882,19572,1,0,2020-02-19,"South Quay",0.409957,E,E14,"Metropolitan Police","Thames Water",9C3XFXWH+WV,64700
E14 9JA,Yes,51.50698,-0.004736,538570,180559,TQ385805,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2007-07-01,,"Tower Hamlets, unparished area","",128,87,"Greater London","Tower Hamlets","Tower Hamlets 028E","Urban major conurbation",London,6,2,E01032776,,E02000891,"Tower Hamlets 028",E43000220,E00167139,E14000882,24799,1,0,2020-02-19,"Blackwall",0.197054,E,E14,"Metropolitan Police","Thames Water",9C3XGX4W+Q4,68500
E14 9JB,Yes,51.50698,-0.004736,538570,180559,TQ385805,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2007-12-01,,"Tower Hamlets, unparished area","",120,81,"Greater London","Tower Hamlets","Tower Hamlets 028E","Urban major conurbation",London,6,2,E01032776,,E02000891,"Tower Hamlets 028",E43000220,E00167139,E14000882,24799,1,0,2020-02-19,"Blackwall",0.197054,E,E14,"Metropolitan Police","Thames Water",9C3XGX4W+Q4,68500
E14 9JD,Yes,51.50698,-0.004736,538570,180559,TQ385805,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2007-08-01,,"Tower Hamlets, unparished area","",57,44,"Greater London","Tower Hamlets","Tower Hamlets 028E","Urban major conurbation",London,6,2,E01032776,,E02000891,"Tower Hamlets 028",E43000220,E00167139,E14000882,24799,1,0,2020-02-19,"Blackwall",0.197054,E,E14,"Metropolitan Police","Thames Water",9C3XGX4W+Q4,68500
E14 9JE,Yes,51.499159,-0.019171,537592,179662,TQ375796,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2017-02-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 032D","Urban major conurbation",London,7,2,E01032773,,E02006853,"Tower Hamlets 032",E43000220,E00167130,E14000882,19572,1,0,2020-02-19,"South Quay",0.195685,E,E14,"Metropolitan Police","Thames Water",9C3XFXXJ+M8,64700
E14 9JG,Yes,51.497861,-0.020622,537495,179515,TQ374795,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2010-11-01,,"Tower Hamlets, unparished area","",67,41,"Greater London","Tower Hamlets","Tower Hamlets 032D","Urban major conurbation",London,6,2,E01032773,,E02006853,"Tower Hamlets 032",E43000220,E00167115,E14000882,19572,1,0,2020-02-19,"South Quay",0.365616,E,E14,"Metropolitan Police","Thames Water",9C3XFXXH+4Q,64700
E14 9JH,Yes,51.497861,-0.020622,537495,179515,TQ374795,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2010-12-01,,"Tower Hamlets, unparished area","",89,54,"Greater London","Tower Hamlets","Tower Hamlets 032D","Urban major conurbation",London,6,2,E01032773,,E02006853,"Tower Hamlets 032",E43000220,E00167115,E14000882,19572,1,0,2020-02-19,"South Quay",0.365616,E,E14,"Metropolitan Police","Thames Water",9C3XFXXH+4Q,64700
E14 9JJ,Yes,51.497861,-0.020622,537495,179515,TQ374795,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2010-11-01,,"Tower Hamlets, unparished area","",58,37,"Greater London","Tower Hamlets","Tower Hamlets 032D","Urban major conurbation",London,6,2,E01032773,,E02006853,"Tower Hamlets 032",E43000220,E00167115,E14000882,19572,1,0,2020-02-19,"South Quay",0.365616,E,E14,"Metropolitan Police","Thames Water",9C3XFXXH+4Q,64700
E14 9JL,Yes,51.497861,-0.020622,537495,179515,TQ374795,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2010-12-01,,"Tower Hamlets, unparished area","",64,41,"Greater London","Tower Hamlets","Tower Hamlets 032D","Urban major conurbation",London,6,2,E01032773,,E02006853,"Tower Hamlets 032",E43000220,E00167115,E14000882,19572,1,0,2020-02-19,"South Quay",0.365616,E,E14,"Metropolitan Police","Thames Water",9C3XFXXH+4Q,64700
E14 9JN,Yes,51.497861,-0.020622,537495,179515,TQ374795,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2011-02-01,,"Tower Hamlets, unparished area","",57,28,"Greater London","Tower Hamlets","Tower Hamlets 032D","Urban major conurbation",London,6,2,E01032773,,E02006853,"Tower Hamlets 032",E43000220,E00167115,E14000882,19572,1,0,2020-02-19,"South Quay",0.365616,E,E14,"Metropolitan Police","Thames Water",9C3XFXXH+4Q,64700
E14 9JP,Yes,51.497798,-0.019588,537567,179510,TQ375795,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2016-04-01,,"Tower Hamlets, unparished area","",2,1,"Greater London","Tower Hamlets","Tower Hamlets 032D","Urban major conurbation",London,7,2,E01032773,,E02006853,"Tower Hamlets 032",E43000220,E00167115,E14000882,19572,1,0,2020-02-19,"South Quay",0.349462,E,E14,"Metropolitan Police","Thames Water",9C3XFXXJ+45,64700
E14 9JS,Yes,51.497667,-0.019235,537592,179496,TQ375794,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2015-06-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 032D","Urban major conurbation",London,7,2,E01032773,,E02006853,"Tower Hamlets 032",E43000220,E00167115,E14000882,19572,1,0,2020-02-19,"South Quay",0.359223,E,E14,"Metropolitan Police","Thames Water",9C3XFXXJ+38,64700
E14 9JT,Yes,51.497737,-0.019173,537596,179504,TQ375795,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2011-06-01,,"Tower Hamlets, unparished area","",4,3,"Greater London","Tower Hamlets","Tower Hamlets 032D","Urban major conurbation",London,7,2,E01032773,,E02006853,"Tower Hamlets 032",E43000220,E00167115,E14000882,19572,1,0,2020-02-19,"South Quay",0.350905,E,E14,"Metropolitan Police","Thames Water",9C3XFXXJ+38,64700
E14 9JU,Yes,51.497737,-0.019173,537596,179504,TQ375795,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2011-06-01,,"Tower Hamlets, unparished area","",1,1,"Greater London","Tower Hamlets","Tower Hamlets 032D","Urban major conurbation",London,7,2,E01032773,,E02006853,"Tower Hamlets 032",E43000220,E00167115,E14000882,19572,1,0,2020-02-19,"South Quay",0.350905,E,E14,"Metropolitan Police","Thames Water",9C3XFXXJ+38,64700
E14 9JW,Yes,51.497622,-0.019727,537558,179490,TQ375794,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2011-06-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 032D","Urban major conurbation",London,7,2,E01032773,,E02006853,"Tower Hamlets 032",E43000220,E00167115,E14000882,19572,1,0,2020-02-19,"South Quay",0.370705,E,E14,"Metropolitan Police","Thames Water",9C3XFXXJ+24,64700
E14 9JZ,Yes,51.509202,-0.004279,538595,180807,TQ385808,"Greater London","Tower Hamlets","Poplar",E09000030,E05009328,England,E11000009,"Poplar and Limehouse",2002-10-01,,"Tower Hamlets, unparished area","",19,8,"Greater London","Tower Hamlets","Tower Hamlets 028F","Urban major conurbation",London,15,2,E01032777,,E02000891,"Tower Hamlets 028",E43000220,E00167141,E14000882,15657,1,0,2020-02-19,"East India",0.144007,E,E14,"Metropolitan Police","Thames Water",9C3XGX5W+M7,68500
E14 9LB,Yes,51.49742,-0.022241,537384,179463,TQ373794,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2004-02-01,,"Tower Hamlets, unparished area","",52,28,"Greater London","Tower Hamlets","Tower Hamlets 032B","Urban major conurbation",London,4,2,E01032770,,E02006853,"Tower Hamlets 032",E43000220,E00167164,E14000882,17320,1,0,2020-02-19,"South Quay",0.463473,E,E14,"Metropolitan Police","Thames Water",9C3XFXWH+X4,64700
E14 9LD,Yes,51.49737,-0.021911,537407,179458,TQ374794,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2004-01-01,,"Tower Hamlets, unparished area","",66,28,"Greater London","Tower Hamlets","Tower Hamlets 032B","Urban major conurbation",London,4,2,E01032770,,E02006853,"Tower Hamlets 032",E43000220,E00167164,E14000882,17320,1,0,2020-02-19,"South Quay",0.455711,E,E14,"Metropolitan Police","Thames Water",9C3XFXWH+W6,64700
E14 9LF,Yes,51.497472,-0.021576,537430,179470,TQ374794,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2004-02-01,,"Tower Hamlets, unparished area","",111,54,"Greater London","Tower Hamlets","Tower Hamlets 032E","Urban major conurbation",London,5,2,E01032774,,E02006853,"Tower Hamlets 032",E43000220,E00021550,E14000882,7916,1,0,2020-02-19,"South Quay",0.434138,E,E14,"Metropolitan Police","Thames Water",9C3XFXWH+X9,64700
E14 9LG,Yes,51.497327,-0.021481,537437,179454,TQ374794,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2004-02-01,,"Tower Hamlets, unparished area","",46,19,"Greater London","Tower Hamlets","Tower Hamlets 032E","Urban major conurbation",London,5,2,E01032774,,E02006853,"Tower Hamlets 032",E43000220,E00021550,E14000882,7916,1,0,2020-02-19,"South Quay",0.445074,E,E14,"Metropolitan Police","Thames Water",9C3XFXWH+WC,64700
E14 9LH,Yes,51.497841,-0.021603,537427,179511,TQ374795,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2004-03-01,,"Tower Hamlets, unparished area","",104,56,"Greater London","Tower Hamlets","Tower Hamlets 032B","Urban major conurbation",London,5,2,E01032770,,E02006853,"Tower Hamlets 032",E43000220,E00167112,E14000882,17320,1,0,2020-02-19,"South Quay",0.400074,E,E14,"Metropolitan Police","Thames Water",9C3XFXXH+49,64700
E14 9LJ,Yes,51.497842,-0.022179,537387,179510,TQ373795,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2004-07-01,,"Tower Hamlets, unparished area","",79,40,"Greater London","Tower Hamlets","Tower Hamlets 032B","Urban major conurbation",London,4,2,E01032770,,E02006853,"Tower Hamlets 032",E43000220,E00167112,E14000882,17320,1,0,2020-02-19,"South Quay",0.422959,E,E14,"Metropolitan Police","Thames Water",9C3XFXXH+44,64700
E14 9LL,Yes,51.49841,-0.022255,537380,179573,TQ373795,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2004-08-01,,"Tower Hamlets, unparished area","",74,39,"Greater London","Tower Hamlets","Tower Hamlets 032B","Urban major conurbation",London,5,2,E01032770,,E02006853,"Tower Hamlets 032",E43000220,E00167112,E14000882,17320,1,0,2020-02-19,"South Quay",0.378451,E,E14,"Metropolitan Police","Thames Water",9C3XFXXH+93,64700
E14 9LN,Yes,51.498408,-0.021607,537425,179574,TQ374795,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2004-07-01,,"Tower Hamlets, unparished area","",97,58,"Greater London","Tower Hamlets","Tower Hamlets 032B","Urban major conurbation",London,5,2,E01032770,,E02006853,"Tower Hamlets 032",E43000220,E00167112,E14000882,17320,1,0,2020-02-19,"South Quay",0.349035,E,E14,"Metropolitan Police","Thames Water",9C3XFXXH+99,64700
E14 9LP,Yes,51.497718,-0.022314,537378,179496,TQ373794,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2004-07-01,,"Tower Hamlets, unparished area","",12,6,"Greater London","Tower Hamlets","Tower Hamlets 032B","Urban major conurbation",London,4,2,E01032770,,E02006853,"Tower Hamlets 032",E43000220,E00167112,E14000882,17320,1,0,2020-02-19,"South Quay",0.439577,E,E14,"Metropolitan Police","Thames Water",9C3XFXXH+33,64700
E14 9LQ,Yes,51.498664,-0.021785,537412,179602,TQ374796,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2004-11-01,,"Tower Hamlets, unparished area","",164,88,"Greater London","Tower Hamlets","Tower Hamlets 032B","Urban major conurbation",London,5,2,E01032770,,E02006853,"Tower Hamlets 032",E43000220,E00167112,E14000882,17320,1,0,2020-02-19,"South Quay",0.335591,E,E14,"Metropolitan Police","Thames Water",9C3XFXXH+F7,64700
E14 9LR,Yes,51.498664,-0.021785,537412,179602,TQ374796,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2005-01-01,,"Tower Hamlets, unparished area","",76,35,"Greater London","Tower Hamlets","Tower Hamlets 032B","Urban major conurbation",London,5,2,E01032770,,E02006853,"Tower Hamlets 032",E43000220,E00167112,E14000882,17320,1,0,2020-02-19,"South Quay",0.335591,E,E14,"Metropolitan Police","Thames Water",9C3XFXXH+F7,64700
E14 9LS,Yes,51.497677,-0.013429,537995,179508,TQ379795,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2007-02-01,,"Tower Hamlets, unparished area","",141,81,"Greater London","Tower Hamlets","Tower Hamlets 028A","Urban major conurbation",London,5,2,E01004215,,E02000891,"Tower Hamlets 028",E43000220,E00167111,E14000882,16624,1,0,2020-02-19,"Crossharbour and London Arena",0.22911,E,E14,"Metropolitan Police","Thames Water",9C3XFXXP+3J,68500
E14 9LT,Yes,51.501431,-0.019056,537593,179915,TQ375799,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2005-10-01,,"Tower Hamlets, unparished area","",85,50,"Greater London","Tower Hamlets","Tower Hamlets 033B","Urban major conurbation",London,4,2,E01032771,,E02006854,"Tower Hamlets 033",E43000220,E00167122,E14000882,20860,1,0,2020-02-19,"South Quay",0.0753049,E,E14,"Metropolitan Police","Thames Water",9C3XGX2J+H9,85200
E14 9LU,Yes,51.497677,-0.013429,537995,179508,TQ379795,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",2007-04-01,,"Tower Hamlets, unparished area","",141,68,"Greater London","Tower Hamlets","Tower Hamlets 028A","Urban major conurbation",London,5,2,E01004215,,E02000891,"Tower Hamlets 028",E43000220,E00167111,E14000882,16624,1,0,2020-02-19,"Crossharbour and London Arena",0.22911,E,E14,"Metropolitan Police","Thames Water",9C3XFXXP+3J,68500
E14 9NA,Yes,51.497784,-0.01822,537662,179511,TQ376795,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2005-03-01,,"Tower Hamlets, unparished area","",84,46,"Greater London","Tower Hamlets","Tower Hamlets 032E","Urban major conurbation",London,6,2,E01032774,,E02006853,"Tower Hamlets 032",E43000220,E00167129,E14000882,7916,1,0,2020-02-19,"Crossharbour and London Arena",0.313651,E,E14,"Metropolitan Police","Thames Water",9C3XFXXJ+4P,64700
E14 9NB,Yes,51.497784,-0.01822,537662,179511,TQ376795,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2005-04-01,,"Tower Hamlets, unparished area","",93,50,"Greater London","Tower Hamlets","Tower Hamlets 032E","Urban major conurbation",London,6,2,E01032774,,E02006853,"Tower Hamlets 032",E43000220,E00167129,E14000882,7916,1,0,2020-02-19,"Crossharbour and London Arena",0.313651,E,E14,"Metropolitan Police","Thames Water",9C3XFXXJ+4P,64700
E14 9ND,Yes,51.497784,-0.01822,537662,179511,TQ376795,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2005-04-01,,"Tower Hamlets, unparished area","",121,64,"Greater London","Tower Hamlets","Tower Hamlets 032E","Urban major conurbation",London,6,2,E01032774,,E02006853,"Tower Hamlets 032",E43000220,E00167129,E14000882,7916,1,0,2020-02-19,"Crossharbour and London Arena",0.313651,E,E14,"Metropolitan Police","Thames Water",9C3XFXXJ+4P,64700
E14 9NE,Yes,51.497784,-0.01822,537662,179511,TQ376795,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2005-02-01,,"Tower Hamlets, unparished area","",137,74,"Greater London","Tower Hamlets","Tower Hamlets 032E","Urban major conurbation",London,6,2,E01032774,,E02006853,"Tower Hamlets 032",E43000220,E00167129,E14000882,7916,1,0,2020-02-19,"Crossharbour and London Arena",0.313651,E,E14,"Metropolitan Police","Thames Water",9C3XFXXJ+4P,64700
E14 9NG,Yes,51.497214,-0.017944,537683,179448,TQ376794,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2018-10-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 032E","Urban major conurbation",London,7,2,E01032774,,E02006853,"Tower Hamlets 032",E43000220,E00167129,E14000882,7916,1,0,2020-02-19,"Crossharbour and London Arena",0.258273,E,E14,"Metropolitan Police","Thames Water",9C3XFXWJ+VR,64700
E14 9NH,Yes,51.497719,-0.018078,537672,179504,TQ376795,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",2005-07-01,,"Tower Hamlets, unparished area","",180,87,"Greater London","Tower Hamlets","Tower Hamlets 032E","Urban major conurbation",London,6,2,E01032774,,E02006853,"Tower Hamlets 032",E43000220,E00167129,E14000882,7916,1,0,2020-02-19,"Crossharbour and London Arena",0.301558,E,E14,"Metropolitan Police","Thames Water",9C3XFXXJ+3Q,64700
E14 9NL,Yes,51.503702,-0.007098,538416,180190,TQ384801,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",1999-12-01,,"Tower Hamlets, unparished area","",33,20,"Greater London","Tower Hamlets","Tower Hamlets 028D","Urban major conurbation",London,6,2,E01004221,,E02000891,"Tower Hamlets 028",E43000220,E00021223,E14000882,15260,1,0,2020-02-19,"Blackwall",0.458973,E,E14,"Metropolitan Police","Thames Water",9C3XGX3V+F5,68500
E14 9NN,Yes,51.494693,-0.018368,537661,179167,TQ376791,"Greater London","Tower Hamlets","Canary Wharf",E09000030,E05009323,England,E11000009,"Poplar and Limehouse",1992-08-01,,"Tower Hamlets, unparished area","",,,"Greater London","Tower Hamlets","Tower Hamlets 032E","Urban major conurbation",London,7,2,E01032774,,E02006853,"Tower Hamlets 032",E43000220,E00167116,E14000882,7916,1,0,2020-02-19,"Crossharbour and London Arena",0.269669,E,E14,"Metropolitan Police","Thames Water",9C3XFXVJ+VM,64700
E14 9NP,Yes,51.50233,-0.008412,538329,180035,TQ383800,"Greater London","Tower Hamlets","Blackwall & Cubitt Town",E09000030,E05009318,England,E11000009,"Poplar and Limehouse",1997-12-01,,"Tower Hamlets, unparished area","",49,16,"Greater London","Tower Hamlets","Tower Hamlets 028D","Urban major conurbation",London,6,2,E01004221,,E02000891,"Tower Hamlets 028",E43000220,E00021223,E14000882,15260,1,0,2020-02-19,"Blackwall",0.616726,E,E14,"Metropolitan Police","Thames Water",9C3XGX2R+WJ,68500
